0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10100	9900	9702	9506	9312	9120	8930	8742	8556	8372	8190	8010	7832	7656	7482	7310	7140	6972	6806	6642	6480	6320	6162	6006	5852	5700	5550	5402	5256	5112	4970	4830	4692	4556	4422	4290	4160	4032	3906	3782	3660	3540	3422	3306	3192	3080	2970	2862	2756	2652	2550	2450	2352	2256	2162	2070	1980	1892	1806	1722	1640	1560	1482	1406	1332	1260	1190	1122	1056	992	930	870	812	756	702	650	600	552	506	462	420	380	342	306	272	240	210	182	156	132	110	90	72	56	42	30	20	12	6	2	0
0	10298	10099	9899	9701	9505	9311	9119	8929	8741	8555	8371	8189	8009	7831	7655	7481	7309	7139	6971	6805	6641	6479	6319	6161	6005	5851	5699	5549	5401	5255	5111	4969	4829	4691	4555	4421	4289	4159	4031	3905	3781	3659	3539	3421	3305	3191	3079	2969	2861	2755	2651	2549	2449	2351	2255	2161	2069	1979	1891	1805	1721	1639	1559	1481	1405	1331	1259	1189	1121	1055	991	929	869	811	755	701	649	599	551	505	461	419	379	341	305	271	239	209	181	155	131	109	89	71	55	41	29	19	11	5	0
0	10494	10297	10098	9898	9700	9504	9310	9118	8928	8740	8554	8370	8188	8008	7830	7654	7480	7308	7138	6970	6804	6640	6478	6318	6160	6004	5850	5698	5548	5400	5254	5110	4968	4828	4690	4554	4420	4288	4158	4030	3904	3780	3658	3538	3420	3304	3190	3078	2968	2860	2754	2650	2548	2448	2350	2254	2160	2068	1978	1890	1804	1720	1638	1558	1480	1404	1330	1258	1188	1120	1054	990	928	868	810	754	700	648	598	550	504	460	418	378	340	304	270	238	208	180	154	130	108	88	70	54	40	28	18	10	0
0	10688	10493	10296	10097	9897	9699	9503	9309	9117	8927	8739	8553	8369	8187	8007	7829	7653	7479	7307	7137	6969	6803	6639	6477	6317	6159	6003	5849	5697	5547	5399	5253	5109	4967	4827	4689	4553	4419	4287	4157	4029	3903	3779	3657	3537	3419	3303	3189	3077	2967	2859	2753	2649	2547	2447	2349	2253	2159	2067	1977	1889	1803	1719	1637	1557	1479	1403	1329	1257	1187	1119	1053	989	927	867	809	753	699	647	597	549	503	459	417	377	339	303	269	237	207	179	153	129	107	87	69	53	39	27	17	0
0	10880	10687	10492	10295	10096	9896	9698	9502	9308	9116	8926	8738	8552	8368	8186	8006	7828	7652	7478	7306	7136	6968	6802	6638	6476	6316	6158	6002	5848	5696	5546	5398	5252	5108	4966	4826	4688	4552	4418	4286	4156	4028	3902	3778	3656	3536	3418	3302	3188	3076	2966	2858	2752	2648	2546	2446	2348	2252	2158	2066	1976	1888	1802	1718	1636	1556	1478	1402	1328	1256	1186	1118	1052	988	926	866	808	752	698	646	596	548	502	458	416	376	338	302	268	236	206	178	152	128	106	86	68	52	38	26	0
0	11070	10879	10686	10491	10294	10095	9895	9697	9501	9307	9115	8925	8737	8551	8367	8185	8005	7827	7651	7477	7305	7135	6967	6801	6637	6475	6315	6157	6001	5847	5695	5545	5397	5251	5107	4965	4825	4687	4551	4417	4285	4155	4027	3901	3777	3655	3535	3417	3301	3187	3075	2965	2857	2751	2647	2545	2445	2347	2251	2157	2065	1975	1887	1801	1717	1635	1555	1477	1401	1327	1255	1185	1117	1051	987	925	865	807	751	697	645	595	547	501	457	415	375	337	301	267	235	205	177	151	127	105	85	67	51	37	0
0	11258	11069	10878	10685	10490	10293	10094	9894	9696	9500	9306	9114	8924	8736	8550	8366	8184	8004	7826	7650	7476	7304	7134	6966	6800	6636	6474	6314	6156	6000	5846	5694	5544	5396	5250	5106	4964	4824	4686	4550	4416	4284	4154	4026	3900	3776	3654	3534	3416	3300	3186	3074	2964	2856	2750	2646	2544	2444	2346	2250	2156	2064	1974	1886	1800	1716	1634	1554	1476	1400	1326	1254	1184	1116	1050	986	924	864	806	750	696	644	594	546	500	456	414	374	336	300	266	234	204	176	150	126	104	84	66	50	0
0	11444	11257	11068	10877	10684	10489	10292	10093	9893	9695	9499	9305	9113	8923	8735	8549	8365	8183	8003	7825	7649	7475	7303	7133	6965	6799	6635	6473	6313	6155	5999	5845	5693	5543	5395	5249	5105	4963	4823	4685	4549	4415	4283	4153	4025	3899	3775	3653	3533	3415	3299	3185	3073	2963	2855	2749	2645	2543	2443	2345	2249	2155	2063	1973	1885	1799	1715	1633	1553	1475	1399	1325	1253	1183	1115	1049	985	923	863	805	749	695	643	593	545	499	455	413	373	335	299	265	233	203	175	149	125	103	83	65	0
0	11628	11443	11256	11067	10876	10683	10488	10291	10092	9892	9694	9498	9304	9112	8922	8734	8548	8364	8182	8002	7824	7648	7474	7302	7132	6964	6798	6634	6472	6312	6154	5998	5844	5692	5542	5394	5248	5104	4962	4822	4684	4548	4414	4282	4152	4024	3898	3774	3652	3532	3414	3298	3184	3072	2962	2854	2748	2644	2542	2442	2344	2248	2154	2062	1972	1884	1798	1714	1632	1552	1474	1398	1324	1252	1182	1114	1048	984	922	862	804	748	694	642	592	544	498	454	412	372	334	298	264	232	202	174	148	124	102	82	0
